metadata,metadata_type,stream,time,tracking_id
"{""face_xyxyn"": [0.16171932220458984, 0.328411340713501, 0.1859043687582016, 0.37471067905426025], ""gender"": ""Male"", ""gender_conf"": 0.903556764125824, ""age"": ""30-39"", ""age_conf"": 0.35832950472831726, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.4925575256347656, ""upper_Body_xyxyn"": [0.15382181107997894, 0.4040789008140564, 0.1809616982936859, 0.5640054941177368], ""lower_Body_xyxyn"": [0.15382181107997894, 0.5640054941177368, 0.15382181107997894, 0.5640054941177368], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:54, 22/05/2023",9
"{""face_xyxyn"": [0.16171932220458984, 0.328411340713501, 0.1859043687582016, 0.37471067905426025], ""gender"": ""Male"", ""gender_conf"": 0.9039760231971741, ""age"": ""30-39"", ""age_conf"": 0.3584010899066925, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.4899558126926422, ""upper_Body_xyxyn"": [0.15382181107997894, 0.4040789008140564, 0.1809616982936859, 0.5640054941177368], ""lower_Body_xyxyn"": [0.15382181107997894, 0.5640054941177368, 0.15382181107997894, 0.5640054941177368], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:54, 22/05/2023",17
"{""face_xyxyn"": [0.16171932220458984, 0.328411340713501, 0.1859043687582016, 0.37471067905426025], ""gender"": ""Male"", ""gender_conf"": 0.9039604663848877, ""age"": ""30-39"", ""age_conf"": 0.3586505651473999, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.48973602056503296, ""upper_Body_xyxyn"": [0.15382181107997894, 0.4040789008140564, 0.1809616982936859, 0.5640054941177368], ""lower_Body_xyxyn"": [0.15382181107997894, 0.5640054941177368, 0.15382181107997894, 0.5640054941177368], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:54, 22/05/2023",23
"{""face_xyxyn"": [0.16171932220458984, 0.328411340713501, 0.1859043687582016, 0.37471067905426025], ""gender"": ""Male"", ""gender_conf"": 0.9039462208747864, ""age"": ""30-39"", ""age_conf"": 0.3586505949497223, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.4898039996623993, ""upper_Body_xyxyn"": [0.15382181107997894, 0.4040789008140564, 0.1809616982936859, 0.5640054941177368], ""lower_Body_xyxyn"": [0.15382181107997894, 0.5640054941177368, 0.15382181107997894, 0.5640054941177368], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:54, 22/05/2023",28
"{""face_xyxyn"": [0.17741774022579193, 0.3126010596752167, 0.20404696464538574, 0.35759714245796204], ""gender"": ""Male"", ""gender_conf"": 0.903556764125824, ""age"": ""3-9"", ""age_conf"": 0.46142035722732544, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.5372250080108643, ""upper_Body_xyxyn"": [0.1429111212491989, 0.36182647943496704, 0.24446320533752441, 0.4933626055717468], ""lower_Body_xyxyn"": [0.1740347445011139, 0.49278926849365234, 0.2208753377199173, 0.649588942527771], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:54, 22/05/2023",9
"{""face_xyxyn"": [0.17741774022579193, 0.3126010596752167, 0.20404696464538574, 0.35759714245796204], ""gender"": ""Male"", ""gender_conf"": 0.9039760231971741, ""age"": ""3-9"", ""age_conf"": 0.45987728238105774, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.5338195562362671, ""upper_Body_xyxyn"": [0.1429111212491989, 0.36182647943496704, 0.24446320533752441, 0.4933626055717468], ""lower_Body_xyxyn"": [0.1740347445011139, 0.49278926849365234, 0.2208753377199173, 0.649588942527771], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:54, 22/05/2023",17
"{""face_xyxyn"": [0.17741774022579193, 0.3126010596752167, 0.20404696464538574, 0.35759714245796204], ""gender"": ""Male"", ""gender_conf"": 0.9039462208747864, ""age"": ""3-9"", ""age_conf"": 0.45980533957481384, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.5336341261863708, ""upper_Body_xyxyn"": [0.1429111212491989, 0.36182647943496704, 0.24446320533752441, 0.4933626055717468], ""lower_Body_xyxyn"": [0.1740347445011139, 0.49278926849365234, 0.2208753377199173, 0.649588942527771], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:54, 22/05/2023",28
"{""face_xyxyn"": [0.20257319509983063, 0.32217347621917725, 0.22633935511112213, 0.36341404914855957], ""gender"": ""Male"", ""gender_conf"": 0.903556764125824, ""age"": ""3-9"", ""age_conf"": 0.46142035722732544, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.6752856373786926, ""upper_Body_xyxyn"": [0.17401383817195892, 0.37397438287734985, 0.2544936537742615, 0.5112012028694153], ""lower_Body_xyxyn"": [0.20284198224544525, 0.5075896382331848, 0.25100117921829224, 0.6705834269523621], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:54, 22/05/2023",9
"{""face_xyxyn"": [0.20257319509983063, 0.32217347621917725, 0.22633935511112213, 0.36341404914855957], ""gender"": ""Male"", ""gender_conf"": 0.9039760231971741, ""age"": ""3-9"", ""age_conf"": 0.45987728238105774, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.6779995560646057, ""upper_Body_xyxyn"": [0.17401383817195892, 0.37397438287734985, 0.2544936537742615, 0.5112012028694153], ""lower_Body_xyxyn"": [0.20284198224544525, 0.5075896382331848, 0.25100117921829224, 0.6705834269523621], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:54, 22/05/2023",17
"{""face_xyxyn"": [0.20257319509983063, 0.32217347621917725, 0.22633935511112213, 0.36341404914855957], ""gender"": ""Male"", ""gender_conf"": 0.9039462208747864, ""age"": ""3-9"", ""age_conf"": 0.45980533957481384, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.6782935857772827, ""upper_Body_xyxyn"": [0.17401383817195892, 0.37397438287734985, 0.2544936537742615, 0.5112012028694153], ""lower_Body_xyxyn"": [0.20284198224544525, 0.5075896382331848, 0.25100117921829224, 0.6705834269523621], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:54, 22/05/2023",28
"{""face_xyxyn"": [0.23688863217830658, 0.3247925043106079, 0.26009637117385864, 0.36582139134407043], ""gender"": ""Male"", ""gender_conf"": 0.915287971496582, ""age"": ""3-9"", ""age_conf"": 0.45987728238105774, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.6779995560646057, ""upper_Body_xyxyn"": [0.20944680273532867, 0.39131125807762146, 0.2645648121833801, 0.5287013053894043], ""lower_Body_xyxyn"": [0.23630137741565704, 0.5278899073600769, 0.25964513421058655, 0.6992424130439758], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Gray""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:55, 22/05/2023",17
"{""face_xyxyn"": [0.23688863217830658, 0.3247925043106079, 0.26009637117385864, 0.36582139134407043], ""gender"": ""Male"", ""gender_conf"": 0.9150069952011108, ""age"": ""3-9"", ""age_conf"": 0.45980533957481384, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.6782935857772827, ""upper_Body_xyxyn"": [0.20944680273532867, 0.39131125807762146, 0.2645648121833801, 0.5287013053894043], ""lower_Body_xyxyn"": [0.23630137741565704, 0.5278899073600769, 0.25964513421058655, 0.6992424130439758], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Gray""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:55, 22/05/2023",28
"{""face_xyxyn"": [0.23688863217830658, 0.3247925043106079, 0.26009637117385864, 0.36582139134407043], ""gender"": ""Male"", ""gender_conf"": 0.9151531457901001, ""age"": ""3-9"", ""age_conf"": 0.3269507884979248, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.4963740110397339, ""upper_Body_xyxyn"": [0.20944680273532867, 0.39131125807762146, 0.2645648121833801, 0.5287013053894043], ""lower_Body_xyxyn"": [0.23630137741565704, 0.5278899073600769, 0.25964513421058655, 0.6992424130439758], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Gray""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:55, 22/05/2023",38
"{""face_xyxyn"": [0.2632162570953369, 0.3188098967075348, 0.2879556715488434, 0.36178189516067505], ""gender"": ""Male"", ""gender_conf"": 0.915287971496582, ""age"": ""3-9"", ""age_conf"": 0.6139654517173767, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.9141474366188049, ""upper_Body_xyxyn"": [0.22710931301116943, 0.3837122321128845, 0.2976187765598297, 0.503754198551178], ""lower_Body_xyxyn"": [0.2590567469596863, 0.5030055642127991, 0.29649922251701355, 0.651725709438324], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:55, 22/05/2023",17
"{""face_xyxyn"": [0.2632162570953369, 0.3188098967075348, 0.2879556715488434, 0.36178189516067505], ""gender"": ""Male"", ""gender_conf"": 0.9151531457901001, ""age"": ""3-9"", ""age_conf"": 0.616150438785553, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.9136006236076355, ""upper_Body_xyxyn"": [0.22710931301116943, 0.3837122321128845, 0.2976187765598297, 0.503754198551178], ""lower_Body_xyxyn"": [0.2590567469596863, 0.5030055642127991, 0.29649922251701355, 0.651725709438324], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:55, 22/05/2023",38
"{""face_xyxyn"": [0.2632162570953369, 0.3188098967075348, 0.2879556715488434, 0.36178189516067505], ""gender"": ""Male"", ""gender_conf"": 0.915287971496582, ""age"": ""3-9"", ""age_conf"": 0.6139654517173767, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.9141474366188049, ""upper_Body_xyxyn"": [0.22710931301116943, 0.3837122321128845, 0.2976187765598297, 0.503754198551178], ""lower_Body_xyxyn"": [0.2590567469596863, 0.5030055642127991, 0.29649922251701355, 0.651725709438324], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,173655,17
"{""face_xyxyn"": [0.2632162570953369, 0.3188098967075348, 0.2879556715488434, 0.36178189516067505], ""gender"": ""Male"", ""gender_conf"": 0.9151531457901001, ""age"": ""3-9"", ""age_conf"": 0.616150438785553, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.9136006236076355, ""upper_Body_xyxyn"": [0.22710931301116943, 0.3837122321128845, 0.2976187765598297, 0.503754198551178], ""lower_Body_xyxyn"": [0.2590567469596863, 0.5030055642127991, 0.29649922251701355, 0.651725709438324], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,173655,38
"{""face_xyxyn"": [0.2632162570953369, 0.3188098967075348, 0.2879556715488434, 0.36178189516067505], ""gender"": ""Male"", ""gender_conf"": 0.9151531457901001, ""age"": ""3-9"", ""age_conf"": 0.616150438785553, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.9136006236076355, ""upper_Body_xyxyn"": [0.22710931301116943, 0.3837122321128845, 0.2976187765598297, 0.503754198551178], ""lower_Body_xyxyn"": [0.2590567469596863, 0.5030055642127991, 0.29649922251701355, 0.651725709438324], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,173655,38
"{""face_xyxyn"": [0.3762677013874054, 0.31592845916748047, 0.40309572219848633, 0.3618922233581543], ""gender"": ""Male"", ""gender_conf"": 0.8274107575416565, ""age"": ""3-9"", ""age_conf"": 0.3294350504875183, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.7865276336669922, ""upper_Body_xyxyn"": [0.3409845232963562, 0.3797350227832794, 0.43558070063591003, 0.49238014221191406], ""lower_Body_xyxyn"": [0.3819811940193176, 0.48450055718421936, 0.4282383322715759, 0.634268581867218], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:55, 22/05/2023",38
"{""face_xyxyn"": [0.40269023180007935, 0.31818443536758423, 0.42807331681251526, 0.36234956979751587], ""gender"": ""Male"", ""gender_conf"": 0.9493223428726196, ""age"": ""20-29"", ""age_conf"": 0.3435775637626648, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.7865276336669922, ""upper_Body_xyxyn"": [0.37087878584861755, 0.3870561122894287, 0.4539141058921814, 0.5021619200706482], ""lower_Body_xyxyn"": [0.3981068730354309, 0.49786263704299927, 0.4388553202152252, 0.6703131794929504], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:55, 22/05/2023",38
"{""face_xyxyn"": [0.4365880489349365, 0.3141706883907318, 0.45693856477737427, 0.35101309418678284], ""gender"": ""Male"", ""gender_conf"": 0.9493223428726196, ""age"": ""20-29"", ""age_conf"": 0.4873918294906616, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.7865276336669922, ""upper_Body_xyxyn"": [0.4208301603794098, 0.3829571604728699, 0.46817708015441895, 0.38330766558647156], ""lower_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:56, 22/05/2023",38
"{""face_xyxyn"": [0.4365880489349365, 0.3141706883907318, 0.45693856477737427, 0.35101309418678284], ""gender"": ""Male"", ""gender_conf"": 0.9493223428726196, ""age"": ""20-29"", ""age_conf"": 0.4873918294906616, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.7865276336669922, ""upper_Body_xyxyn"": [0.4208301603794098, 0.3829571604728699, 0.46817708015441895, 0.38330766558647156], ""lower_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:56, 22/05/2023",38
"{""face_xyxyn"": [0.6039420962333679, 0.332797646522522, 0.6212863922119141, 0.3642609119415283], ""gender"": ""Male"", ""gender_conf"": 0.8692916631698608, ""age"": ""3-9"", ""age_conf"": 0.4074949622154236, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.4804997146129608, ""upper_Body_xyxyn"": [0.594042956829071, 0.384556382894516, 0.636696994304657, 0.4937746226787567], ""lower_Body_xyxyn"": [0.5988863706588745, 0.4903232157230377, 0.6337961554527283, 0.4937746226787567], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:57, 22/05/2023",38
"{""face_xyxyn"": [0.6039420962333679, 0.332797646522522, 0.6212863922119141, 0.3642609119415283], ""gender"": ""Male"", ""gender_conf"": 0.8692916631698608, ""age"": ""3-9"", ""age_conf"": 0.4074949622154236, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.4804997146129608, ""upper_Body_xyxyn"": [0.594042956829071, 0.384556382894516, 0.636696994304657, 0.4937746226787567], ""lower_Body_xyxyn"": [0.5988863706588745, 0.4903232157230377, 0.6337961554527283, 0.4937746226787567], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:36:57, 22/05/2023",38
"{""face_xyxyn"": [0.9294105172157288, 0.3251798748970032, 0.9447988867759705, 0.3557220995426178], ""gender"": ""Female"", ""gender_conf"": 0.6442724466323853, ""age"": ""20-29"", ""age_conf"": 0.3631307780742645, ""ethnicity"": ""Latino_Hispanic"", ""ethnicity_conf"": 0.26475790143013, ""upper_Body_xyxyn"": [0.9166733026504517, 0.37786775827407837, 0.9766305685043335, 0.46957167983055115], ""lower_Body_xyxyn"": [0.9362475275993347, 0.4688008427619934, 0.9826439619064331, 0.5931198000907898], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:35, 22/05/2023",38
"{""face_xyxyn"": [0.9294105172157288, 0.3251798748970032, 0.9447988867759705, 0.3557220995426178], ""gender"": ""Female"", ""gender_conf"": 0.6442724466323853, ""age"": ""20-29"", ""age_conf"": 0.3631307780742645, ""ethnicity"": ""Latino_Hispanic"", ""ethnicity_conf"": 0.26475790143013, ""upper_Body_xyxyn"": [0.9166733026504517, 0.37786775827407837, 0.9766305685043335, 0.46957167983055115], ""lower_Body_xyxyn"": [0.9362475275993347, 0.4688008427619934, 0.9826439619064331, 0.5931198000907898], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:35, 22/05/2023",38
"{""face_xyxyn"": [0.8454858660697937, 0.3213329613208771, 0.8608800768852234, 0.3513127267360687], ""gender"": ""Male"", ""gender_conf"": 0.9443885684013367, ""age"": ""20-29"", ""age_conf"": 0.45478832721710205, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.4447104334831238, ""upper_Body_xyxyn"": [0.8427363038063049, 0.3691349923610687, 0.8713659644126892, 0.4606497287750244], ""lower_Body_xyxyn"": [0.8412516713142395, 0.45982009172439575, 0.8607792258262634, 0.533349335193634], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:36, 22/05/2023",38
"{""face_xyxyn"": [0.7546663284301758, 0.3187120258808136, 0.7639940977096558, 0.3385920226573944], ""gender"": ""Male"", ""gender_conf"": 0.8410203456878662, ""age"": ""20-29"", ""age_conf"": 0.6554237008094788, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.3549332916736603, ""upper_Body_xyxyn"": [0.7300407290458679, 0.36429575085639954, 0.7663930058479309, 0.4620680510997772], ""lower_Body_xyxyn"": [0.7393746376037598, 0.4615466296672821, 0.7598191499710083, 0.6285933256149292], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:37, 22/05/2023",38
"{""face_xyxyn"": [0.7546663284301758, 0.3187120258808136, 0.7639940977096558, 0.3385920226573944], ""gender"": ""Male"", ""gender_conf"": 0.8410203456878662, ""age"": ""20-29"", ""age_conf"": 0.6554237008094788, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.3549332916736603, ""upper_Body_xyxyn"": [0.7300407290458679, 0.36429575085639954, 0.7663930058479309, 0.4620680510997772], ""lower_Body_xyxyn"": [0.7393746376037598, 0.4615466296672821, 0.7598191499710083, 0.6285933256149292], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,173737,38
"{""face_xyxyn"": [0.7546663284301758, 0.3187120258808136, 0.7639940977096558, 0.3385920226573944], ""gender"": ""Male"", ""gender_conf"": 0.8410203456878662, ""age"": ""20-29"", ""age_conf"": 0.6554237008094788, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.3549332916736603, ""upper_Body_xyxyn"": [0.7300407290458679, 0.36429575085639954, 0.7663930058479309, 0.4620680510997772], ""lower_Body_xyxyn"": [0.7393746376037598, 0.4615466296672821, 0.7598191499710083, 0.6285933256149292], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,173737,38
"{""face_xyxyn"": [0.7366811633110046, 0.328256756067276, 0.7491080164909363, 0.3535061478614807], ""gender"": ""Male"", ""gender_conf"": 0.935515820980072, ""age"": ""30-39"", ""age_conf"": 0.434766948223114, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.6489592790603638, ""upper_Body_xyxyn"": [0.7256837487220764, 0.37652304768562317, 0.7552409768104553, 0.47039493918418884], ""lower_Body_xyxyn"": [0.7246081233024597, 0.47026747465133667, 0.7617672085762024, 0.6013336777687073], ""upper_Body_Color"": ""Gray"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:37, 22/05/2023",49
"{""face_xyxyn"": [0.7546663284301758, 0.3187120258808136, 0.7639940977096558, 0.3385920226573944], ""gender"": ""Male"", ""gender_conf"": 0.8410203456878662, ""age"": ""20-29"", ""age_conf"": 0.6554237008094788, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.3549332916736603, ""upper_Body_xyxyn"": [0.7300407290458679, 0.36429575085639954, 0.7663930058479309, 0.4620680510997772], ""lower_Body_xyxyn"": [0.7393746376037598, 0.4615466296672821, 0.7598191499710083, 0.6285933256149292], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,173737,38
"{""face_xyxyn"": [0.7366811633110046, 0.328256756067276, 0.7491080164909363, 0.3535061478614807], ""gender"": ""Male"", ""gender_conf"": 0.935515820980072, ""age"": ""30-39"", ""age_conf"": 0.434766948223114, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.6489592790603638, ""upper_Body_xyxyn"": [0.7256837487220764, 0.37652304768562317, 0.7552409768104553, 0.47039493918418884], ""lower_Body_xyxyn"": [0.7246081233024597, 0.47026747465133667, 0.7617672085762024, 0.6013336777687073], ""upper_Body_Color"": ""Gray"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:37, 22/05/2023",49
"{""face_xyxyn"": [0.6126400828361511, 0.27366340160369873, 0.6407336592674255, 0.32099899649620056], ""gender"": ""Male"", ""gender_conf"": 0.7401260733604431, ""age"": ""20-29"", ""age_conf"": 0.5212618112564087, ""ethnicity"": ""East Asian"", ""ethnicity_conf"": 0.38264667987823486, ""upper_Body_xyxyn"": [0.5866525769233704, 0.3393390476703644, 0.6669906973838806, 0.45625194907188416], ""lower_Body_xyxyn"": [0.5970939993858337, 0.4553346335887909, 0.6485253572463989, 0.6334448456764221], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:38, 22/05/2023",49
"{""face_xyxyn"": [0.6417521834373474, 0.3223763704299927, 0.6589236855506897, 0.3548950254917145], ""gender"": ""Male"", ""gender_conf"": 0.7743564248085022, ""age"": ""20-29"", ""age_conf"": 0.5212618112564087, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.397640198469162, ""upper_Body_xyxyn"": [0.6140092015266418, 0.373532235622406, 0.6689695715904236, 0.47406619787216187], ""lower_Body_xyxyn"": [0.5967674255371094, 0.47260284423828125, 0.6619953513145447, 0.6326168179512024], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:38, 22/05/2023",49
"{""face_xyxyn"": [0.6185638308525085, 0.31867536902427673, 0.635353684425354, 0.3496694564819336], ""gender"": ""Male"", ""gender_conf"": 0.8371456861495972, ""age"": ""20-29"", ""age_conf"": 0.5212618112564087, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.397640198469162, ""upper_Body_xyxyn"": [0.5912915468215942, 0.3717185854911804, 0.6437516808509827, 0.47373461723327637], ""lower_Body_xyxyn"": [0.5864817500114441, 0.47272127866744995, 0.6274320483207703, 0.6355169415473938], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:38, 22/05/2023",49
"{""face_xyxyn"": [0.6185638308525085, 0.31867536902427673, 0.635353684425354, 0.3496694564819336], ""gender"": ""Male"", ""gender_conf"": 0.8297019004821777, ""age"": ""20-29"", ""age_conf"": 0.39981308579444885, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.35124021768569946, ""upper_Body_xyxyn"": [0.5912915468215942, 0.3717185854911804, 0.6437516808509827, 0.47373461723327637], ""lower_Body_xyxyn"": [0.5864817500114441, 0.47272127866744995, 0.6274320483207703, 0.6355169415473938], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:38, 22/05/2023",50
"{""face_xyxyn"": [0.6185638308525085, 0.31867536902427673, 0.635353684425354, 0.3496694564819336], ""gender"": ""Male"", ""gender_conf"": 0.8371456861495972, ""age"": ""20-29"", ""age_conf"": 0.5212618112564087, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.397640198469162, ""upper_Body_xyxyn"": [0.5912915468215942, 0.3717185854911804, 0.6437516808509827, 0.47373461723327637], ""lower_Body_xyxyn"": [0.5864817500114441, 0.47272127866744995, 0.6274320483207703, 0.6355169415473938], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:38, 22/05/2023",49
"{""face_xyxyn"": [0.6185638308525085, 0.31867536902427673, 0.635353684425354, 0.3496694564819336], ""gender"": ""Male"", ""gender_conf"": 0.8297019004821777, ""age"": ""20-29"", ""age_conf"": 0.39981308579444885, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.35124021768569946, ""upper_Body_xyxyn"": [0.5912915468215942, 0.3717185854911804, 0.6437516808509827, 0.47373461723327637], ""lower_Body_xyxyn"": [0.5864817500114441, 0.47272127866744995, 0.6274320483207703, 0.6355169415473938], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:38, 22/05/2023",50
"{""face_xyxyn"": [0.5956947207450867, 0.3119639754295349, 0.6130160093307495, 0.34345871210098267], ""gender"": ""Male"", ""gender_conf"": 0.9620553851127625, ""age"": ""20-29"", ""age_conf"": 0.5212618112564087, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.397640198469162, ""upper_Body_xyxyn"": [0.5779629945755005, 0.36691340804100037, 0.6191641688346863, 0.4581053555011749], ""lower_Body_xyxyn"": [0.5864648818969727, 0.4581034779548645, 0.6133596301078796, 0.6145337224006653], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:38, 22/05/2023",49
